2.801795 11.132855 19.702412 22.918531 24.362391 26.469067 28.544123 26.904886 24.216944 30.754444 31.768953 32.150707 31.515152 32.995766 33.020897 33.814911 33.783573 34.022446 34.169300 33.907284 35.089092 34.821320 35.268044 33.969151 35.595108 35.784946 25.379107 25.422949 25.784046 25.627337 21.535374 25.933897 23.234324 22.408733 20.638979 20.587053 18.176235 20.651735 20.229773 17.254162 17.976295 17.894054 16.048285 15.846933 16.212564 16.221502 15.863305 15.289478 29.303619 29.245111 29.230940 29.335155 29.099644 29.319817 22.570251 18.197050 18.285944 18.060184 28.543892 29.496485 29.697245 29.633501 29.479071 25.007633
11.547135 14.914070 17.771608 19.224632 18.108509 20.511452 21.330795 21.841839 18.303146 18.377602 18.233028 18.402372 18.796419 19.045595 20.824295 20.851151 20.989172 21.098902 21.229050 20.802015 21.315994 18.677456 17.458858 18.726854 18.828791 18.681936 18.884731 16.083830 14.112057 14.282659 24.533581 24.543848 24.735746 24.684845 24.746254 20.879967 20.988720 21.098289 21.123676 21.081238 18.230768 22.112082 22.125744 22.144676 22.210440 22.164921 19.322460 19.335043 19.371477 18.406937 17.428682 18.348724 22.259226 22.300371 21.283028 19.845922 22.314997 22.184538 22.291588 24.141644 24.255791 24.283966 24.319923 13.971535
12.717338 17.188900 18.098978 20.553993 20.604174 21.701046 22.569269 28.738482 31.101513 31.667492 31.819210 32.176525 32.337891 32.504990 24.640129 24.736292 24.797722 24.924274 25.048923 25.023216 25.196850 25.225819 25.286303 34.893230 34.845100 35.353481 35.260506 35.365513 35.289646 32.724018 28.607134 28.523346 24.650339 28.238043 28.702618 22.889881 23.046041 23.067438 23.061642 23.099133 28.727829 30.328903 30.344296 30.325493 29.914049 33.156265 31.813293 33.089481 33.350468 24.709311 24.765421 31.974892 31.990442 31.900558 32.049774 32.037186 43.675545 43.001949 43.691063 43.598793 43.615238 33.314907 33.627090 28.490776
12.356703 14.743360 15.936917 17.017035 16.627697 17.488827 18.106497 18.545685 16.188869 16.367764 16.474581 15.702512 15.736526 16.693644 16.647699 16.743311 16.800331 23.337259 23.455378 23.272991 23.523491 22.219593 23.640652 22.700068 22.633036 23.558352 21.055037 20.961210 20.786638 21.151052 20.312910 15.886129 16.412090 20.254932 20.275393 19.561480 20.093872 20.320963 20.348206 19.494087 20.184227 20.374538 15.210144 15.429556 28.062653 27.782267 27.962376 28.165722 27.992502 20.469110 22.433182 22.379128 22.465807 22.411724 22.406824 21.962381 22.454758 27.081671 26.963726 27.317472 23.392216 23.089399 22.442860 22.376858
14.069027 18.565523 20.021898 21.116014 20.954750 21.943483 18.418022 18.781754 19.097826 19.335932 19.450470 18.406231 21.952507 22.044804 22.081402 22.096348 22.207027 22.265602 22.349245 22.331944 22.437958 18.951733 18.930162 18.916023 23.835239 23.608027 23.935507 23.964268 19.201027 19.037420 28.833857 28.869873 31.282864 30.197058 31.263083 31.348431 26.366039 21.405060 21.627054 29.761213 30.285543 30.297052 30.276691 21.864967 21.909304 24.282415 24.268827 24.266266 31.652311 30.883858 31.092230 31.581545 28.031784 28.085575 25.726292 23.161806 23.203745 23.150517 26.081041 33.983505 34.038250 33.972458 26.233519 26.688648
12.972973 16.241077 18.144590 18.212540 18.641682 19.461103 20.067938 20.486147 20.444563 17.115541 17.526426 17.640810 17.746492 14.695751 13.991705 14.069075 13.186148 13.225165 13.272211 13.181664 18.692844 22.759848 22.868980 22.928083 22.929754 23.001825 22.014492 16.336452 17.357353 17.360640 22.615808 25.929520 26.029486 25.365618 26.072784 26.108143 20.371645 19.953098 19.786491 20.247824 18.095980 17.819666 16.585264 14.605525 23.396168 23.387741 23.412432 22.348318 21.451414 19.150591 21.464211 15.792783 25.018978 25.271008 23.320139 20.568001 35.547905 35.334293 31.100801 35.381241 23.375847 27.115324 28.312038 25.492123
19.465565 18.213234 19.279182 21.351126 21.700695 23.185406 23.406479 23.650520 24.216944 24.126556 20.314529 20.538681 20.682920 20.752235 19.690722 18.903952 19.717033 17.522434 18.800974 18.752714 18.846153 26.596148 26.147640 26.728317 26.753935 26.734756 22.425438 22.222713 20.262562 20.242107 26.997658 26.496994 26.966047 27.089825 22.634918 22.580328 22.532148 28.285530 27.696404 28.034386 28.326992 26.866951 35.110519 35.130680 35.060413 35.169937 30.684820 30.723402 29.727936 30.557051 30.656729 29.575085 30.810356 36.466274 36.436497 35.422646 35.809845 28.506779 28.562168 28.090563 37.344814 37.339230 37.613194 28.218529
15.529269 19.504761 20.558809 21.743284 21.296064 22.218204 20.148697 20.656876 20.950693 20.357449 21.259047 19.560493 19.598375 19.689873 18.863869 15.089196 15.106784 15.145501 13.295067 13.290977 12.461175 16.123215 17.228149 18.138273 17.906857 17.915590 18.260654 15.169768 17.390083 17.389730 27.062809 26.976208 26.985136 27.042395 26.750660 27.039476 20.394014 20.423460 28.148624 28.193348 28.174913 26.164484 24.205975 24.274031 24.357304 30.953836 31.192905 31.181189 27.269047 26.029222 25.756813 25.412766 22.400990 18.595705 26.284901 26.266033 26.361835 27.535366 26.083935 27.599218 23.354826 20.937588 20.589123 16.304476
12.978819 17.028826 17.463806 19.856077 19.415184 20.248417 20.804417 21.238693 16.425594 16.600859 20.703684 20.990458 21.073221 21.050295 24.281258 24.351158 24.372458 24.444614 24.537153 24.562246 23.392447 17.180101 18.320421 22.626686 21.973076 21.571325 21.609604 21.666790 21.734789 18.442377 18.197430 19.610754 19.573730 19.609591 26.210752 26.193228 26.188492 25.092285 25.172144 25.168362 25.203640 24.086500 24.154182 26.288275 26.342804 26.237818 31.194962 31.646358 31.792645 26.205582 26.349852 31.649775 30.884405 30.386871 31.783375 25.516514 22.336061 20.359465 20.380669 19.965481 22.641655 23.192547 20.946634 22.139610
14.876801 18.364420 19.166937 20.362711 19.767424 20.628525 21.180031 16.276962 16.485876 16.630072 16.768192 22.324446 22.481018 22.511856 21.817934 22.596750 20.778328 20.217354 20.880198 20.926830 20.029284 20.033295 20.111626 20.316788 22.034016 22.105907 22.135754 17.339180 17.411699 16.923307 17.201765 17.443075 18.430285 22.279503 22.303648 22.353632 29.171362 29.168453 28.766615 28.117653 25.237808 25.001339 24.363955 21.158297 20.498659 24.329824 23.974718 23.267395 25.286806 28.992006 25.168919 21.078466 20.716970 20.715481 18.266262 25.583372 24.899155 25.587294 19.667513 15.767429 22.308891 23.745123 23.588707 18.341497
