10.031347 12.903225 23.111647 19.883495 24.634335 25.024437 29.176163 23.206799 25.679892 22.695034 28.620794 23.416420 15.724815 14.846727 14.828545 15.094339 16.078026 15.189372 15.961148 15.301853 16.061186 12.251468 14.076021 13.513692 14.015724 13.545249 13.447208 13.655154 13.400965 12.634280 11.721958 14.909998 15.591606 12.669947 16.077517 15.615839 16.240870 11.023979 11.360430 10.323830 14.136408 13.813837 13.961040 13.846342 16.230610 15.653537 16.056797 15.913182 17.294912 17.196672 17.644436 16.055771 17.650349 13.227569 13.480263 12.429986 16.944389 16.652460 16.948315 16.723827 12.831237 13.248748 12.893324 10.825955
10.246148 13.029647 19.200001 15.386927 19.663568 16.879120 19.555845 17.403128 19.481672 13.220067 14.515838 15.678268 16.880976 15.718265 16.936071 15.734480 12.650059 14.274651 14.807823 16.047390 16.833931 16.043755 16.394949 15.604999 15.761606 16.169861 16.773645 15.976641 13.420709 13.004716 13.367022 17.497169 17.565052 17.580996 18.364042 14.445821 13.275867 13.084325 13.450903 12.253640 12.591473 13.577387 14.075645 13.854517 14.202147 21.241556 21.684944 21.677118 22.469013 21.849527 22.305367 17.161606 17.534473 16.507254 17.531736 16.453671 16.560928 16.394855 24.855188 24.542818 24.926374 24.656300 21.596289 18.102467
14.515215 15.804095 23.708582 14.515901 18.086760 14.998047 17.423431 15.158394 17.214584 13.900955 15.303516 13.928604 16.919453 15.720448 16.839397 15.826691 16.744043 10.561137 11.489854 22.492311 23.543150 22.101297 22.486156 22.484905 23.158478 15.954871 17.016388 14.319676 14.619162 15.165678 15.328453 14.779713 15.397607 14.044600 24.428370 24.311918 24.963102 24.319189 24.179018 19.467680 19.941988 18.946924 20.690174 20.276497 15.569672 15.199545 15.150027 14.387131 17.302944 16.948404 16.702486 17.801472 21.508173 20.512720 21.576670 21.183807 16.003626 16.898010 16.944260 16.043394 16.395325 14.298498 13.814764 18.151201
23.246311 27.694389 41.710793 30.757677 38.708702 33.014507 39.621910 33.036255 37.025433 33.372440 36.657124 33.523392 36.488228 21.469433 22.594549 21.440815 22.867651 21.555626 36.210011 34.432899 35.931023 34.479698 33.702530 34.489727 35.632759 34.664860 35.875744 21.772179 22.583368 21.822676 22.016771 21.248533 20.054600 20.163551 20.727186 20.060841 14.944601 14.833790 16.210951 15.831849 15.910503 14.939766 14.897469 16.840155 26.550203 25.696642 26.347542 26.146349 17.943069 17.598675 17.960217 17.601017 17.972408 17.600662 26.807177 26.309052 26.110998 26.250374 22.610947 22.903069 23.161236 18.268456 18.526432 16.400400
13.266998 15.066799 25.593176 18.091232 21.882586 18.649830 21.735439 18.476749 21.168299 18.990253 20.968294 18.822145 20.719711 19.243780 20.521809 19.227699 20.434036 19.291798 20.338869 15.944693 16.760195 15.996273 16.721573 14.560415 13.223632 20.258097 21.014229 20.221283 18.326069 20.212015 14.025959 13.898079 14.418154 13.349530 25.253948 24.479517 25.246281 23.888807 25.119511 16.972075 17.307623 16.925833 17.345922 16.919060 15.634288 15.206925 15.653215 15.307495 15.578158 22.003410 22.473690 21.887680 20.093180 20.030603 20.380573 21.269461 24.874706 24.373428 24.818268 25.299608 25.767956 25.248957 21.636240 19.411173
17.518248 19.643200 27.559809 20.678514 26.348293 21.132282 24.649242 21.364862 23.607767 21.442032 23.656244 17.308342 17.809649 16.481697 17.684851 16.550163 17.602924 14.721732 15.655644 13.969668 12.880092 10.911451 18.322796 17.469021 18.238035 17.489403 14.584996 14.011950 14.557244 14.887905 14.958344 18.089342 27.921734 27.126249 27.983820 27.143669 26.101334 22.772070 23.404022 22.600201 20.701284 20.197239 20.714897 22.679956 22.895908 22.788582 23.240736 22.700975 19.779249 19.283546 19.742981 17.292578 16.123333 22.784998 23.173204 22.782255 26.626846 17.745659 26.693293 23.538065 24.000063 23.219049 16.093721 16.964643
14.217709 10.228311 35.190155 24.574877 30.735456 25.180328 28.735054 25.394577 28.517878 16.122936 18.491211 21.293198 23.068087 21.371498 22.907984 21.432522 17.254288 16.975679 17.869589 16.903427 14.032838 13.478798 8.012208 22.216711 24.508865 23.004986 23.702311 22.636164 21.782578 22.039110 35.512821 34.895424 36.821918 19.747261 19.604717 18.118244 36.693062 18.153126 18.878647 18.457054 18.770487 18.640038 18.829739 35.292801 36.625244 35.900249 35.494720 35.405254 36.672081 35.795757 36.502777 35.568447 36.155025 35.699184 36.707226 35.572571 36.195095 35.643105 35.767254 35.917221 35.978725 35.640301 35.979809 33.200558
28.731764 31.025604 48.427525 34.163223 43.066830 34.882336 40.675274 35.524715 39.285561 35.323135 39.185265 35.905678 38.809364 36.238167 38.588120 35.951508 38.365585 36.243866 38.156876 36.243938 37.818874 36.249535 37.914631 36.280430 37.711113 36.431557 37.391468 36.447533 37.696762 36.463123 37.542870 35.570610 37.395840 36.286320 37.489540 36.334782 37.233437 35.766022 37.292347 29.178465 29.155251 28.945536 29.825310 29.212090 22.377405 21.948805 22.411959 22.836010 23.260860 24.542171 25.971430 25.511690 25.949213 21.827913 22.338081 26.322821 26.843330 26.320114 25.903433 21.627483 22.142502 23.689995 23.612822 17.323633
21.575054 23.860813 35.526314 24.713737 30.980236 25.214314 24.163971 20.709415 23.441898 21.011354 23.101112 18.350645 19.854170 18.421577 21.645454 20.046223 21.468153 20.280201 21.389830 19.395899 20.313110 13.831382 17.416168 16.660742 17.358130 16.649759 17.256800 16.540689 14.869246 19.389696 19.995464 18.901854 23.576252 22.596510 23.258564 19.032234 16.002373 18.158289 22.645332 21.706055 22.450003 22.368467 23.271961 22.945351 30.017370 29.562107 29.818096 21.055357 21.598043 19.265308 18.787893 19.464676 23.389563 23.071789 21.303709 20.934885 19.552750 18.399591 20.506447 19.896059 20.946922 21.120863 21.065769 18.089365
20.658489 22.408964 32.054760 25.906998 32.240189 26.311281 30.699650 26.552572 29.862352 26.359957 18.236570 16.258097 18.009047 16.722267 17.767248 16.456078 17.752613 15.189724 20.661999 23.712706 25.334471 24.196598 25.251961 23.663170 21.252575 17.720509 18.394720 15.745438 15.475114 23.372450 25.853025 24.586647 25.922064 17.776325 19.170286 18.300129 33.232521 32.524673 33.337673 32.480408 26.956018 25.761190 26.248896 25.784773 27.328756 26.453054 26.932468 27.217813 28.111065 27.587276 27.925121 25.220718 24.619850 24.750952 25.050884 22.783401 23.263006 21.158924 21.169390 19.218449 16.910389 22.020649 22.902063 18.154600
