xxx 8 16 24 32 40 48 56 64 72 80 88 96 104 112 120 128 136 144 152 160 168 176 184 192 200 208 216 224 232 240 248 256
8 2.803329 4.669829 5.855443 5.991107 6.817214 6.746311 8.250461 9.192101 15.140552 16.186596 16.112362 6.684771 15.062200 11.618120 12.460848 11.865585 15.832085 15.834667 14.017523 13.948420 13.856867 15.194540 15.463008 11.540195 13.562840 14.192575 13.667197 14.590732 14.298964 13.542320 17.895273 13.505672
16 3.384453 5.142628 7.116383 8.485250 7.064018 10.005211 8.738906 14.388084 13.902598 21.528687 22.780067 19.291636 22.074404 23.826044 24.332588 17.487831 20.530766 37.725380 35.395435 39.357704 40.683792 41.494625 34.853031 22.335321 38.429607 40.886730 36.270695 35.319714 32.871403 38.359509 36.571426 30.841053
24 8.923592 12.258188 18.419033 16.623377 20.942408 15.882208 22.692738 24.542231 31.149792 31.709332 32.402473 28.876957 33.984020 36.435150 37.622040 25.181978 32.252155 32.334759 34.436111 34.583172 36.243420 36.361462 44.178555 33.955257 38.610229 38.355507 40.765347 40.726418 37.219101 38.303818 37.180218 31.875484
32 5.442177 7.628129 9.476802 10.320499 12.400697 9.069973 13.833565 13.339413 17.140606 18.064920 19.096977 22.808270 23.722530 24.463556 14.656246 18.071119 20.673454 21.238592 20.771513 21.242365 21.654245 22.227808 26.614773 22.984549 25.078970 26.113922 25.960392 24.294632 24.545471 25.287188 26.033577 21.352240
40 7.964602 13.141685 15.360001 17.294701 18.372034 15.666364 27.078575 27.332582 24.991705 32.329281 25.248003 37.090698 39.230694 40.952717 44.149700 29.523321 32.316090 32.698856 34.309052 35.125523 35.887848 36.904400 38.135983 29.737347 27.198612 28.037930 32.924618 33.115528 33.750500 33.512909 35.527645 35.653217
48 8.062146 12.612909 16.241364 13.066780 20.944693 23.195410 24.042934 19.807854 20.323944 25.198687 26.358381 25.084921 27.523125 27.689281 30.975346 21.675016 24.333199 24.954128 26.402641 18.997623 27.718058 31.001955 30.720001 25.322855 25.871384 22.796352 23.839607 24.171408 24.150370 24.679251 29.193851 24.783188
56 11.034483 17.170570 19.975990 18.293755 19.228992 24.808668 25.019333 23.948475 29.022264 26.356453 25.063023 26.435778 26.221243 37.453705 38.468960 26.652252 30.585171 30.031317 31.791433 29.686012 30.783998 26.446724 28.181099 22.924320 22.092766 23.975840 17.976385 21.831652 22.904396 35.944195 35.495224 36.016827
64 9.754239 15.590744 18.519411 18.681019 19.634912 21.652102 22.280243 23.771111 25.295708 27.365047 27.535454 31.300625 52.209385 46.340561 56.661694 41.528946 35.794334 36.005627 48.024868 43.096634 44.288589 36.310024 36.110458 31.548140 32.675179 31.224844 29.929167 27.027794 28.250187 25.327959 23.801876 22.457371
72 11.911539 17.352472 19.449409 25.185186 30.301342 31.557575 31.654198 32.125195 25.592562 30.012873 32.165306 34.681160 33.901123 43.355251 45.675068 30.301132 29.315609 29.107847 25.529804 31.563932 30.954725 32.921391 29.906754 31.444328 23.897081 25.576651 25.343815 33.959999 32.569145 33.554932 37.382477 32.881577
