xxx 8 16 24 32 40 48 56 64 72 80 88 96 104 112 120 128 136 144 152 160 168 176 184 192 200 208 216 224 232 240 248 256
128 11.636364 18.592829 21.891256 23.837515 23.632587 23.319542 22.781048 22.140541 18.444586 35.903229 39.397377 40.070435 43.319031 44.215897 36.566319 19.838234 24.709160 32.845592 30.766327 34.270096 30.153360 32.356560 26.338663 29.651079 21.732031 23.963194 14.615308 26.286093 27.528557 22.164968 38.055855 25.521044
136 8.068822 23.815256 26.800230 30.026218 25.618082 23.699402 26.681614 26.300045 30.468660 30.055248 39.155968 40.063335 41.529736 43.561184 46.273045 32.232262 31.045931 21.799881 32.999985 29.698601 26.532040 31.191483 24.076260 30.542492 23.655008 19.820955 30.395390 29.210318 22.890533 28.034815 26.322273 23.634352
144 12.999323 16.177504 21.004011 22.101780 20.209818 24.071043 23.550026 16.471556 21.931553 29.938496 28.868753 36.965137 31.052807 34.514034 36.203152 25.840097 22.096031 19.823166 23.134653 18.323200 26.622862 30.563217 30.855448 27.734810 28.108894 21.985657 24.905256 24.458698 21.688288 17.601721 20.754173 26.094711
152 16.155174 23.483971 22.672466 27.789520 28.409885 29.939678 28.464418 19.199495 26.251492 31.283319 33.456905 29.930834 32.864864 39.294945 40.350296 30.110655 30.122959 28.612953 25.907459 26.093487 31.008648 30.025667 31.478544 21.932138 25.219566 20.869446 33.556625 19.405367 32.789288 23.672598 28.922207 25.296276
160 16.688940 12.453785 25.450689 25.260248 27.444252 28.049671 28.376881 28.636148 31.087490 18.187273 31.839128 32.173332 34.240730 35.363110 35.463898 14.440128 20.405107 20.326475 25.602049 21.369740 21.075960 24.239285 19.939308 35.090523 26.979477 31.331387 24.301897 28.207216 28.924952 29.568914 24.594917 25.446526
168 9.570604 21.758135 24.145159 26.196278 27.459955 17.392429 25.748535 26.314243 26.485214 31.191338 32.772072 30.150417 34.451862 36.809540 32.780140 23.279781 20.057615 25.685905 24.572437 20.677631 27.166498 25.481468 23.929440 21.913639 21.800703 18.553696 27.921072 27.820328 25.255453 27.144510 29.667803 29.087564
176 17.151907 22.695034 22.420383 28.164227 25.955832 26.690256 25.080793 17.753401 28.633633 31.130928 26.495785 32.567337 33.255352 38.762154 33.548119 22.591709 17.603201 19.470770 19.402969 20.645666 24.721682 19.537346 19.873259 19.399284 18.636312 19.203754 20.956356 20.479942 15.883428 26.956446 24.503771 27.292112
184 16.124439 18.008318 19.895475 21.270140 20.700907 20.447285 16.773563 17.346985 24.299627 27.508307 27.758974 15.295732 15.575306 38.562939 30.701429 28.193495 23.989334 32.466869 33.645054 33.851833 42.983868 49.581181 19.969944 41.833530 33.905411 26.488062 43.009617 43.222977 23.672705 34.460365 34.025810 27.975485
192 17.318750 23.547449 26.020666 28.140888 28.892818 25.114452 26.176506 27.443272 27.936537 31.458578 18.208136 19.237272 27.205101 44.811035 42.342957 36.127361 34.063828 30.422930 27.960243 23.171305 25.307596 27.781057 34.957779 29.025000 20.163853 19.336029 19.705088 28.122557 27.291471 19.721243 27.663532 24.297911
200 16.582029 21.979532 24.079462 25.826237 26.041878 25.931227 23.757504 25.848141 28.408497 27.755022 31.904623 30.410734 26.827419 30.399599 37.031822 28.061867 15.608603 24.398558 26.333735 27.544519 28.204042 25.406164 23.054670 20.754288 22.049601 24.289162 25.947762 31.337807 33.186447 31.959280 29.885315 25.217327
208 17.282925 22.637917 26.723770 28.287292 29.409685 29.601517 22.279177 22.559652 25.080236 26.039330 26.785501 25.663221 26.588547 26.204723 26.708353 22.975492 20.604414 34.810646 26.596277 38.385235 39.712833 38.210571 29.488396 23.112984 20.810831 21.834978 21.603952 20.568504 25.778467 25.048643 23.715313 21.323166
216 15.086433 18.542763 20.610687 19.079165 21.517159 23.050756 21.463554 21.965258 22.748814 23.323685 21.945351 23.024343 22.740404 29.522404 29.222670 19.307533 22.007301 18.399445 18.439362 20.942493 26.893356 27.935946 17.574577 16.446308 27.820053 21.655493 28.978989 32.217422 21.688185 23.913769 27.967995 20.872166
224 11.306171 18.676394 20.630110 12.174947 18.212122 14.134535 20.176285 34.144714 44.420467 39.552193 38.441040 38.923100 31.043100 37.167557 40.048973 25.481918 25.904575 26.131300 21.987730 22.590134 23.487154 26.586187 34.327816 29.053766 22.456541 18.858671 20.641010 27.390221 16.985235 28.378380 32.780125 18.523758
232 18.033424 24.877689 23.677496 27.909773 21.461609 34.674305 31.160358 24.842310 41.029911 37.755127 29.800648 34.551765 34.968601 37.941257 37.200226 28.713703 25.586098 25.567638 26.817820 36.846722 37.336956 38.881966 37.735966 26.084665 28.739183 29.589668 24.533085 23.011812 24.905119 24.406837 31.906582 27.877939
240 19.884010 25.150642 29.095320 30.352133 25.748310 26.888874 26.414055 25.346535 29.562006 22.710247 25.726738 25.241570 44.024677 43.694592 41.088627 36.697685 34.956665 27.878136 27.590170 30.907642 30.595106 31.096828 32.331745 25.469398 25.447454 24.137888 26.675819 28.967846 31.394907 29.564741 32.455559 28.994808
248 19.762924 26.892578 29.268291 26.244253 29.355192 30.253897 27.103827 29.314419 27.971237 25.537575 26.738354 27.821795 27.635611 23.712461 33.644474 24.937349 21.368145 23.247303 18.990267 21.550966 21.778267 23.991701 18.746864 29.866961 19.272331 25.692558 26.363935 29.433599 19.961920 27.125168 21.868141 27.087173
256 19.289818 20.267195 24.961405 17.350418 26.331352 26.175869 26.897821 21.010784 20.361067 26.637957 30.348078 28.271282 28.853781 29.496178 20.442581 20.562765 22.688255 30.876060 31.580013 33.848286 31.816063 34.987457 26.726631 21.418207 23.584267 22.808775 24.488533 16.304436 20.721424 32.616562 22.127926 27.353966
