8,22.421721
16,29.273870
24,40.651054
32,33.420364
40,39.590179
48,24.021582
56,41.327225
64,28.623840
72,31.986671
80,28.858891
88,31.168545
96,29.088501
104,38.819550
112,37.185173
120,39.243240
128,36.165775
136,39.981167
144,36.885025
152,39.452900
160,37.785629
168,39.924622
176,28.088900
184,39.015343
192,38.214893
200,39.455940
208,37.594166
216,39.398926
224,38.205643
232,34.365200
240,37.823662
248,39.340199
256,33.439636
264,33.094372
272,33.838573
280,34.500683
288,33.395542
296,34.688984
304,32.543144
312,31.845144
320,32.729248
328,33.368435
336,33.721218
344,34.281120
352,33.271183
360,34.119179
368,33.792713
376,33.408768
384,33.651005
392,34.013706
400,32.769676
408,32.407074
416,33.984867
424,34.264355
432,32.604351
440,33.283497
448,32.963615
456,34.101822
464,32.463959
472,31.036839
480,30.564503
488,33.265789
496,33.848080
504,34.467247
512,33.058334
520,33.528107
528,33.873466
536,31.003799
544,30.500551
552,33.407330
560,33.955311
568,33.095490
576,28.657454
584,28.594011
592,33.852676
600,33.130009
608,33.743435
616,32.647179
624,33.201424
632,31.564489
640,22.662544
648,23.382357
656,23.788048
664,24.116199
672,23.234098
680,26.024738
688,25.682310
696,33.816929
704,32.135513
712,23.463926
720,24.530081
728,24.722685
736,24.632601
744,25.727045
752,24.401102
760,23.641230
768,26.667713
776,26.715221
784,26.815487
792,24.135303
800,21.994875
808,28.252867
816,28.767252
824,26.287428
832,23.790600
840,24.044762
848,30.487320
856,30.766985
864,25.483465
872,25.480837
880,18.653748
888,33.493240
896,32.872250
904,27.360613
912,27.307722
920,20.673649
928,21.008101
936,21.021362
944,33.357582
952,28.920889
960,24.593683
968,24.696812
976,21.036802
984,31.892277
992,31.040773
1000,25.730892
1008,20.553978
1016,29.123514
1024,29.093138
1032,27.577942
1040,22.863365
1048,28.093454
1056,25.139702
1064,24.792068
1072,27.783466
1080,17.226212
1088,28.595129
1096,28.931416
1104,32.821922
1112,33.483376
1120,33.291069
1128,31.092682
1136,26.669624
1144,26.434586
1152,33.806961
1160,32.271282
1168,33.498169
1176,33.020519
1184,26.234821
1192,20.601675
1200,32.086800
1208,25.832493
1216,23.713165
1224,32.107517
1232,32.045387
1240,26.312014
1248,22.394360
1256,26.348629
1264,24.576685
1272,22.533558
1280,33.488712
1288,33.972229
1296,32.773277
1304,32.461224
1312,28.822025
1320,30.612411
1328,33.511726
1336,27.203110
1344,32.541664
1352,21.975420
1360,30.227549
1368,31.508827
1376,33.438354
1384,29.407410
1392,33.192902
1400,30.080086
1408,25.705688
1416,22.691641
1424,21.986549
1432,27.630598
1440,27.960783
1448,26.878687
1456,25.255322
1464,28.080124
1472,27.199799
1480,26.366150
1488,23.389259
1496,32.336933
1504,23.168062
1512,30.609104
1520,22.933809
1528,31.126675
1536,22.536064
1544,29.193827
1552,24.950954
1560,33.889099
1568,24.986120
1576,32.602928
1584,23.511295
1592,32.573357
1600,23.355320
1608,32.267235
1616,25.074095
1624,32.882893
1632,23.223064
1640,32.440395
1648,26.284842
1656,33.398224
1664,24.745966
1672,33.792709
1680,28.276543
1688,33.033978
1696,31.117973
1704,28.563610
1712,30.987654
1720,31.428373
1728,31.541952
1736,32.343464
1744,29.308001
1752,32.646309
1760,31.298975
1768,32.967342
1776,29.582378
1784,33.548908
1792,32.437878
1800,33.525017
1808,31.631765
1816,31.922304
1824,30.991173
1832,32.322342
1840,31.914728
1848,33.168991
1856,32.904179
1864,32.432659
1872,32.383953
1880,28.094444
1888,28.959867
1896,31.615499
1904,31.705198
1912,32.683064
1920,33.654964
1928,21.357269
1936,31.390234
1944,30.454296
1952,33.837761
1960,34.005661
1968,33.538479
1976,33.114407
1984,32.997643
1992,27.529764
2000,20.134382
2008,27.653074
2016,31.174404
2024,27.208614
2032,32.461948
2040,31.905788
2048,22.297670
2056,29.181585
2064,33.221252
2072,24.072773
2080,20.329414
2088,28.150091
2096,29.789654
2104,20.193211
2112,28.919653
2120,33.587299
2128,27.246782
2136,30.877701
2144,32.823437
2152,33.409401
2160,30.566031
2168,23.326868
2176,33.018143
2184,31.365719
2192,24.407070
2200,23.519526
2208,31.618374
2216,33.517593
2224,22.246925
2232,33.779976
2240,33.512379
2248,32.670967
2256,24.958405
2264,32.487202
2272,32.785770
2280,33.244724
2288,33.239979
2296,33.353382
2304,32.495972
2312,31.793331
2320,33.256729
2328,27.174547
2336,32.468174
2344,25.761923
2352,24.002113
2360,29.068485
2368,29.960049
2376,33.841240
2384,32.989655
2392,32.668270
2400,31.173464
2408,31.399267
2416,30.098373
2424,32.789837
2432,33.595093
2440,32.243660
2448,28.511801
2456,32.179207
2464,31.354231
2472,32.736168
2480,33.572689
2488,26.794714
2496,31.963232
2504,33.708706
2512,32.888935
2520,32.377430
2528,31.955709
2536,32.168468
2544,30.981857
2552,30.858540
2560,30.081772
2568,31.882551
2576,32.343395
2584,31.857559
2592,33.597553
2600,32.154324
2608,32.023926
2616,30.662781
2624,32.267769
2632,33.739178
2640,32.742805
2648,30.174112
2656,32.081547
2664,32.477207
2672,32.144226
2680,32.964836
2688,32.109825
2696,29.104170
2704,29.818270
2712,28.748596
2720,28.835920
2728,32.763374
2736,30.145115
2744,32.336979
2752,31.710449
2760,32.219757
2768,31.819063
2776,31.979755
2784,32.128387
2792,32.205349
2800,28.957346
2808,30.614197
2816,31.928782
2824,30.021208
2832,32.364140
2840,31.969128
2848,28.729397
2856,27.422398
2864,28.322971
2872,29.919794
2880,32.072220
2888,29.127607
2896,28.197006
2904,30.681736
2912,30.020678
2920,31.814209
2928,33.018318
2936,29.715883
2944,31.880650
2952,30.810917
2960,31.869120
2968,31.452808
2976,31.118607
2984,32.688538
2992,30.164141
3000,30.537594
3008,32.078396
3016,30.049709
3024,26.888496
3032,24.971600
3040,30.704876
3048,28.536060
3056,31.653288
3064,31.658422
3072,30.077080
3080,32.050129
3088,32.477848
3096,32.628517
3104,32.928295
3112,32.202911
3120,32.978683
3128,32.976418
3136,30.776155
3144,29.198269
3152,26.352846
3160,31.309458
3168,30.615892
3176,26.102642
3184,31.657833
3192,32.751911
3200,21.331688
3208,31.121943
3216,32.103996
3224,27.376646
3232,31.609381
3240,25.755886
3248,30.439495
3256,31.295538
3264,30.155060
3272,31.058308
3280,32.237198
3288,32.563221
3296,31.279451
3304,32.837151
3312,28.690403
3320,32.348587
3328,31.686480
3336,28.458122
3344,31.429010
3352,30.069080
3360,31.783533
3368,32.181953
3376,30.109221
3384,30.085642
3392,26.438559
3400,31.828314
3408,31.781467
3416,30.832455
3424,32.316082
3432,30.095404
3440,32.393547
3448,32.051987
3456,28.064814
3464,32.579678
3472,31.941870
3480,32.140755
3488,31.902922
3496,32.140926
3504,29.431051
3512,31.577587
3520,32.686310
3528,32.368832
3536,31.476807
3544,31.840628
3552,30.193441
3560,30.563730
3568,31.402620
3576,30.841398
3584,30.655796
3592,30.017445
3600,31.481956
3608,29.689613
3616,29.958681
3624,23.923704
3632,31.068668
3640,29.742027
3648,31.025406
3656,31.687513
3664,32.728989
3672,31.832331
3680,31.387192
3688,27.831566
3696,30.026466
3704,31.855494
3712,31.213526
3720,31.174248
3728,31.174173
3736,31.247604
3744,31.935612
3752,28.172794
3760,29.401091
3768,28.905968
3776,31.948906
3784,27.408171
3792,28.088108
3800,31.642904
3808,28.206810
3816,30.890909
3824,31.436592
3832,31.859264
3840,30.940994
3848,30.168507
3856,31.724039
3864,31.595882
3872,31.336775
3880,27.757332
3888,31.166245
3896,28.179121
3904,32.265881
3912,28.173273
3920,31.809446
3928,26.882072
3936,30.404606
3944,31.853655
3952,30.646368
3960,30.868599
3968,32.448433
3976,32.369839
3984,31.298166
3992,28.097952
4000,29.084480
4008,30.491459
4016,31.567636
4024,30.505974
4032,31.606728
4040,28.525352
4048,30.673357
4056,31.953175
4064,31.403419
4072,32.581120
4080,32.338284
4088,29.162369
4096,24.765606
4104,30.506367
4112,29.404238
4120,32.238682
4128,30.602758
4136,32.693329
4144,30.767267
4152,32.146854
4160,31.537039
4168,31.442097
4176,31.714653
4184,32.550575
4192,31.065380
4200,30.207899
4208,31.431728
4216,31.134642
4224,32.181870
4232,29.653852
4240,31.534880
4248,30.217621
4256,32.343861
4264,29.754946
4272,30.484268
4280,29.095575
4288,31.431305
4296,31.361214
4304,28.320667
4312,31.889677
4320,29.968695
4328,32.653896
4336,30.123238
4344,30.575232
4352,31.876764
4360,29.626617
4368,29.666033
4376,28.878412
4384,28.794230
4392,32.381657
4400,31.808004
4408,30.701807
